sample	demand_type	total_demand	free_count	fixed_count	total_cost	transport_cost	spot_cost	mqc_penalty	spot_quantity	mqc_shortfall	selected_capacity	selected_mqc	covered_lanes	capacity_short_lanes	lane_capacity_shortfall	selected
14	CONDITIONAL_MEAN	2261.9065569278	9	9	102099.2522386611	99805.0345551794	2294.2176834817	0.0000000000	15.4247376269	0.0000000000	3550.0637281119	1346.2442068611	20	3	15.4247376269	0|1|3|6|7|8|9|10|11
15	REALIZED	2681.9749266000	9	2	277868.4188069289	57097.3047956692	220771.1140112598	0.0000000000	1732.3676335619	0.0000000000	954.3570251389	397.1673027416	16	19	1732.3676335619	3|11
15	REALIZED	2681.9749266000	9	3	254235.9272897267	93867.1695704132	160368.7577193135	0.0000000000	1201.6547752964	0.0000000000	1514.0360630925	602.6298756874	17	17	1201.6547752964	3|7|11
15	REALIZED	2681.9749266000	9	4	236242.5581760202	104997.9740307518	131244.5841452685	0.0000000000	922.7674636309	0.0000000000	1842.0547470497	727.6061660124	18	12	922.7674636309	3|7|9|11
15	REALIZED	2681.9749266000	9	5	219173.9311326496	105398.0739140626	113775.8572185869	0.0000000000	779.2413805301	0.0000000000	2137.4466278425	858.5344523905	20	11	779.2413805301	0|3|7|9|11
15	REALIZED	2681.9749266000	9	6	204261.9457395313	115302.9302936194	88959.0154459119	0.0000000000	614.2973415935	0.0000000000	2548.6894953168	988.5699659626	20	10	573.3452415965	0|3|7|8|9|11
15	REALIZED	2681.9749266000	9	7	191577.3671270741	129818.5501594913	61758.8169675827	0.0000000000	419.0598544399	0.0000000000	2853.7303348905	1159.0613388579	20	9	419.0598544399	0|3|4|7|8|9|11
15	REALIZED	2681.9749266000	9	8	181538.4377570033	130185.7098976160	51352.7278593874	0.0000000000	320.1954431971	0.0000000000	3198.5316762293	1285.5969810182	20	8	320.1954431971	0|3|4|6|7|8|9|11
15	REALIZED	2681.9749266000	9	9	172389.1979590514	127476.7022272032	44912.4957318481	0.0000000000	274.0775156231	0.0000000000	3504.3581895491	1374.0301908235	20	6	274.0775156231	0|3|4|5|6|7|8|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	2	185836.5842870984	57413.5435688544	128423.0407182440	0.0000000000	1152.7197580801	0.0000000000	954.3570251389	397.1673027416	16	20	1152.7197580801	3|11
15	CONDITIONAL_MEAN	2107.0767832190	9	3	162115.8442178001	94561.3495608537	67554.4946569464	0.0000000000	613.0380319357	0.0000000000	1514.0360630925	602.6298756874	17	19	613.0380319357	3|7|11
15	CONDITIONAL_MEAN	2107.0767832190	9	4	142825.2578609771	107264.6639057028	35560.5939552742	0.0000000000	325.0206989231	0.0000000000	1842.0547470497	727.6061660124	18	16	325.0206989231	3|7|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	5	124982.0321335980	104476.5073564302	20505.5247771677	0.0000000000	174.7998852317	0.0000000000	2137.4466278425	858.5344523905	20	14	174.7998852317	0|3|7|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	6	112350.7288802928	100619.5092749705	11731.2196053222	0.0000000000	96.6344701400	0.0000000000	2548.6894953168	988.5699659626	20	8	90.2636521756	0|3|7|8|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	7	102847.6711310272	96157.0341194810	6690.6370115461	0.0000000000	50.3993295914	0.0000000000	2893.4908366556	1115.1056081229	20	5	50.3993295914	0|3|6|7|8|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	8	95709.4930102307	92932.6330012792	2776.8600089514	0.0000000000	20.7393555977	0.0000000000	3199.3173499755	1203.5388179281	20	3	20.7393555977	0|3|5|6|7|8|9|11
15	CONDITIONAL_MEAN	2107.0767832190	9	9	90505.6616383598	88871.2731852532	1634.3884531066	0.0000000000	10.5602853381	0.0000000000	3550.0637281119	1346.2442068611	20	2	10.5602853381	0|1|3|6|7|8|9|10|11
16	REALIZED	2418.8968734589	9	2	217953.3834326215	56835.9564602478	161117.4269723737	0.0000000000	1478.0520792160	0.0000000000	954.3570251389	397.1673027416	16	19	1478.0520792160	3|11
16	REALIZED	2418.8968734589	9	3	195340.5213761632	91742.4938376663	103598.0275384969	0.0000000000	967.1301090883	0.0000000000	1514.0360630925	602.6298756874	17	18	967.1301090883	3|7|11
16	REALIZED	2418.8968734589	9	4	175183.2842055141	102893.5286563251	72289.7555491889	0.0000000000	698.8287747172	0.0000000000	1809.4279438853	733.5581620655	20	15	698.8287747172	0|3|7|11
16	REALIZED	2418.8968734589	9	5	159174.8466044161	107742.8777526444	51431.9688517716	0.0000000000	492.0452536963	0.0000000000	2137.4466278425	858.5344523905	20	13	492.0452536963	0|3|7|9|11
16	REALIZED	2418.8968734589	9	6	144228.3394824088	114701.5844274810	29526.7550549277	0.0000000000	314.2598991551	0.0000000000	2515.9433585614	981.9589175064	20	8	314.2598991551	0|1|3|7|9|11
16	REALIZED	2418.8968734589	9	7	133034.1886358563	116651.7828516084	16382.4057842479	0.0000000000	169.4055131148	0.0000000000	2794.0195192988	1089.6730511286	20	6	169.4055131148	0|1|3|7|9|10|11
16	REALIZED	2418.8968734589	9	8	123618.6237067752	108828.8117841371	14789.8119226380	0.0000000000	176.7627710989	0.0000000000	3233.0127393556	1200.4276408838	20	6	176.7627710989	0|1|3|5|7|8|9|11
16	REALIZED	2418.8968734589	9	9	115468.8628808300	110279.4510093150	5189.4118715149	0.0000000000	57.0590561129	0.0000000000	3511.0889000930	1308.1417745059	20	2	57.0590561129	0|1|3|5|7|8|9|10|11
16	CONDITIONAL_MEAN	2007.5584959798	9	2	173979.6697996998	57413.5435688544	116566.1262308453	0.0000000000	1053.2014708409	0.0000000000	954.3570251389	397.1673027416	16	20	1053.2014708409	3|11
16	CONDITIONAL_MEAN	2007.5584959798	9	3	152004.8165119113	88023.9185007413	63980.8980111699	0.0000000000	578.9609420248	0.0000000000	1514.0360630925	602.6298756874	17	18	578.9609420248	3|7|11
16	CONDITIONAL_MEAN	2007.5584959798	9	4	133587.8065828719	99439.9597394305	34147.8468434413	0.0000000000	319.4366506715	0.0000000000	1842.0547470497	727.6061660124	18	14	319.4366506715	3|7|9|11
16	CONDITIONAL_MEAN	2007.5584959798	9	5	116321.9225338440	98649.1447486167	17672.7777852272	0.0000000000	154.3757914089	0.0000000000	2137.4466278425	858.5344523905	20	11	154.3757914089	0|3|7|9|11
16	CONDITIONAL_MEAN	2007.5584959798	9	6	104207.8513318212	94008.8272679403	10199.0240638809	0.0000000000	87.1190163407	0.0000000000	2548.6894953168	988.5699659626	20	6	87.1190163407	0|3|7|8|9|11
16	CONDITIONAL_MEAN	2007.5584959798	9	7	94952.4994716046	88442.3105796843	6510.1888919202	0.0000000000	52.8180816376	0.0000000000	2927.1862260357	1111.9944310786	20	5	52.8180816376	0|1|3|7|8|9|11
16	CONDITIONAL_MEAN	2007.5584959798	9	8	87978.1782476158	84225.5007431319	3752.6775044839	0.0000000000	32.1341593833	0.0000000000	3171.5669973930	1222.8197417451	20	4	32.1341593833	0|3|6|7|8|9|10|11
16	CONDITIONAL_MEAN	2007.5584959798	9	9	83917.7202839482	83292.8784025909	624.8418813573	0.0000000000	7.1490870941	0.0000000000	3477.3935107128	1311.2529515503	20	2	7.1490870941	0|3|5|6|7|8|9|10|11
17	REALIZED	1520.3091891578	9	2	118040.8103936224	44599.3974887680	73441.4129048544	0.0000000000	718.4458763427	0.0000000000	954.3570251389	397.1673027416	16	18	718.4458763427	3|11
17	REALIZED	1520.3091891578	9	3	98463.7269497744	52619.6972843202	45844.0296654541	0.0000000000	479.4241397389	0.0000000000	1249.7489059316	528.0955891196	19	15	479.4241397389	0|3|11
17	REALIZED	1520.3091891578	9	4	87008.7677051828	59099.8141505956	27908.9535545872	0.0000000000	272.4446001879	0.0000000000	1809.4279438853	733.5581620655	20	10	272.4446001879	0|3|7|11
17	REALIZED	1520.3091891578	9	5	78766.2187482227	61769.6481468580	16996.5706013648	0.0000000000	163.7346587323	0.0000000000	2128.0403402246	838.3837917101	20	9	163.7346587323	0|2|3|7|11
17	REALIZED	1520.3091891578	9	6	71728.7296120966	62124.9430358709	9603.7865762256	0.0000000000	98.5216754641	0.0000000000	2152.2639763281	829.0685621916	20	8	98.5216754641	0|2|3|5|10|11
17	REALIZED	1520.3091891578	9	7	65785.7995817810	59657.3667943597	6128.4327874213	0.0000000000	53.0441924168	0.0000000000	2845.1097210187	1056.8525150874	20	5	53.0441924168	0|2|3|5|7|8|11
17	REALIZED	1520.3091891578	9	8	60654.0586638083	58906.2782527008	1747.7804111075	0.0000000000	12.0039045217	0.0000000000	2942.0035745214	1082.5285408797	20	3	12.0039045217	0|1|2|3|5|8|10|11
17	REALIZED	1520.3091891578	9	9	57599.5072224758	55821.9115195949	1684.0050655231	93.5906373578	11.1197048258	6.4827674876	3270.0222584786	1207.5048312046	20	2	11.1197048258	0|1|2|3|5|8|9|10|11
17	CONDITIONAL_MEAN	1770.4797921796	9	2	148219.7481342124	57413.5435688544	90806.2045653579	0.0000000000	816.1227670408	0.0000000000	954.3570251389	397.1673027416	16	20	816.1227670408	3|11
17	CONDITIONAL_MEAN	1770.4797921796	9	3	126486.9520111592	87156.0911691043	39330.8608420548	0.0000000000	356.2022212558	0.0000000000	1514.0360630925	602.6298756874	17	16	356.2022212558	3|7|11
17	CONDITIONAL_MEAN	1770.4797921796	9	4	109797.9827336098	82734.3895711963	27063.5931624133	0.0000000000	233.2064043455	0.0000000000	1809.4279438853	733.5581620655	20	14	233.2064043455	0|3|7|11
17	CONDITIONAL_MEAN	1770.4797921796	9	5	94250.9958567457	85454.3862059726	8796.6096507730	0.0000000000	70.8621416063	0.0000000000	2137.4466278425	858.5344523905	20	8	70.8621416063	0|3|7|9|11
17	CONDITIONAL_MEAN	1770.4797921796	9	6	86269.4451514736	81979.9658965435	4289.4792549302	0.0000000000	28.4392227590	0.0000000000	2482.2479691813	985.0700945508	20	4	28.4392227590	0|3|6|7|9|11
17	CONDITIONAL_MEAN	1770.4797921796	9	7	78687.4315135236	74966.9977479016	3720.4337656220	0.0000000000	23.9266833765	0.0000000000	2893.4908366556	1115.1056081229	20	3	23.9266833765	0|3|6|7|8|9|11
17	CONDITIONAL_MEAN	1770.4797921796	9	8	73432.0468025722	72358.5169463156	1073.5298562566	0.0000000000	6.9289828056	0.0000000000	2990.3846901583	1140.7816339152	20	1	6.9289828056	0|1|3|6|8|9|10|11
17	CONDITIONAL_MEAN	1770.4797921796	9	9	69727.9167067626	69545.7239713505	182.1927354121	0.0000000000	1.1759433830	0.0000000000	3296.2112034781	1229.2148437204	20	1	1.1759433830	0|1|3|5|6|8|9|10|11
18	REALIZED	1095.6195685336	8	2	73071.4443785260	41968.9491850798	31102.4951934461	0.0000000000	364.6018645517	0.0000000000	1018.8482205735	371.1074455972	16	13	364.6018645517	7|11
18	REALIZED	1095.6195685336	8	3	60059.1376805286	45535.0935391718	14524.0441413568	0.0000000000	151.6120450602	0.0000000000	1183.0896027036	461.3671496489	18	10	151.6120450602	0|7|9
18	REALIZED	1095.6195685336	8	4	50232.8254039920	40781.4585328043	9451.3668711878	0.0000000000	106.6644443028	0.0000000000	1642.2587853235	627.0120223002	19	6	106.6644443028	0|7|9|11
18	REALIZED	1095.6195685336	8	5	45562.2714791926	39266.3284074422	6295.9430717504	0.0000000000	81.4955498518	0.0000000000	1739.1526388262	652.6880480925	20	4	81.4955498518	0|1|9|10|11
18	REALIZED	1095.6195685336	8	6	41731.3231647281	39692.0559778346	2039.2671868935	0.0000000000	17.3261027484	0.0000000000	2234.3404813452	884.2104781828	20	2	17.3261027484	0|1|3|9|10|11
18	REALIZED	1095.6195685336	8	7	39427.4292600460	39192.0759075242	0.0000000000	235.3533525218	0.0000000000	17.9390502803	2552.9528776844	989.0361078273	20	0	0.0000000000	0|1|2|3|9|10|11
18	REALIZED	1095.6195685336	8	8	39341.2768038940	38122.4800625464	0.0000000000	1218.7967413476	0.0000000000	102.1034229892	2897.7542190232	1115.5717499876	20	0	0.0000000000	0|1|2|3|6|9|10|11
18	REALIZED	1095.6195685336	8	9	39997.2895980234	37547.5956169078	0.0000000000	2449.6939811157	0.0000000000	185.6296689694	3203.5807323431	1204.0049597929	20	0	0.0000000000	0|1|2|3|5|6|9|10|11
18	CONDITIONAL_MEAN	1599.8681065620	9	2	129333.8646137448	55795.5829929253	73538.2816208195	0.0000000000	669.5806560275	0.0000000000	954.3570251389	397.1673027416	16	17	669.5806560275	3|11
18	CONDITIONAL_MEAN	1599.8681065620	9	3	109944.5485767030	75390.0699538440	34554.4786228590	0.0000000000	310.5129195481	0.0000000000	1514.0360630925	602.6298756874	17	15	310.5129195481	3|7|11
18	CONDITIONAL_MEAN	1599.8681065620	9	4	92951.1576438270	76862.5282111989	16088.6294326281	0.0000000000	150.3929318545	0.0000000000	1642.2587853235	627.0120223002	19	11	150.3929318545	0|7|9|11
18	CONDITIONAL_MEAN	1599.8681065620	9	5	81452.1883194867	72948.5549714573	8503.6333480294	0.0000000000	69.2154267262	0.0000000000	2137.4466278425	858.5344523905	20	8	69.2154267262	0|3|7|9|11
18	CONDITIONAL_MEAN	1599.8681065620	9	6	73940.4181554329	69302.0397069713	4638.3784484616	0.0000000000	35.7486778765	0.0000000000	2442.4874674161	1029.0258252858	20	6	35.7486778765	0|3|4|7|9|11
18	CONDITIONAL_MEAN	1599.8681065620	9	7	67194.3485657352	64166.0800437828	3028.2685219524	0.0000000000	22.8857153328	0.0000000000	2927.1862260357	1111.9944310786	20	4	22.8857153328	0|1|3|7|8|9|11
18	CONDITIONAL_MEAN	1599.8681065620	9	8	62233.4313874603	61520.4165489545	713.0148385058	0.0000000000	4.6020774619	0.0000000000	2990.3846901583	1140.7816339152	20	1	4.6020774619	0|1|3|6|8|9|10|11
18	CONDITIONAL_MEAN	1599.8681065620	9	9	59897.7397234872	59897.7397234872	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3523.8747831124	1324.5341943453	20	0	0.0000000000	0|1|2|3|7|8|9|10|11
19	REALIZED	1583.4463620207	9	2	132915.5433807020	49503.4250648597	83412.1183158423	0.0000000000	725.2929252638	0.0000000000	954.3570251389	397.1673027416	16	17	725.2929252638	3|11
19	REALIZED	1583.4463620207	9	3	112433.7027827405	70833.8024352957	41599.9003474447	0.0000000000	340.7120796625	0.0000000000	1514.0360630925	602.6298756874	17	12	340.7120796625	3|7|11
19	REALIZED	1583.4463620207	9	4	96515.4505572855	78189.7871983634	18325.6633589221	0.0000000000	131.6050227425	0.0000000000	1842.0547470497	727.6061660124	18	8	131.6050227425	3|7|9|11
19	REALIZED	1583.4463620207	9	5	85098.1594275676	79152.4746480899	5945.6847794776	0.0000000000	45.5059930351	0.0000000000	2147.0955866234	898.0975389077	20	4	45.5059930351	3|4|7|9|11
19	REALIZED	1583.4463620207	9	6	77195.4741048012	71977.6429496038	5217.8311551974	0.0000000000	42.3048381686	0.0000000000	2631.7943452430	981.0661447005	20	5	42.3048381686	1|3|7|8|9|11
19	REALIZED	1583.4463620207	9	7	71503.6313727042	69900.0360128302	1603.5953598740	0.0000000000	14.9772182444	0.0000000000	2876.1751166002	1091.8914553670	20	4	14.9772182444	3|6|7|8|9|10|11
19	REALIZED	1583.4463620207	9	8	67185.8563987548	66604.1160905741	581.7403081807	0.0000000000	3.7547801481	0.0000000000	3254.6718473191	1215.3159204830	20	1	3.7547801481	1|3|6|7|8|9|10|11
19	REALIZED	1583.4463620207	9	9	65603.9510869990	65603.9510869990	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3573.2842436584	1320.1415501275	20	0	0.0000000000	1|2|3|6|7|8|9|10|11
19	CONDITIONAL_MEAN	1630.5847985441	9	2	130728.6817620215	57382.0393048186	73346.6424572028	0.0000000000	676.5634238155	0.0000000000	954.3570251389	397.1673027416	16	19	676.5634238155	3|11
19	CONDITIONAL_MEAN	1630.5847985441	9	3	110755.9709653030	79289.7770469539	31466.1939183490	0.0000000000	285.4403185813	0.0000000000	1514.0360630925	602.6298756874	17	18	285.4403185813	3|7|11
19	CONDITIONAL_MEAN	1630.5847985441	9	4	95185.4583195474	79599.1672886074	15586.2910309399	0.0000000000	131.0862990140	0.0000000000	1642.2587853235	627.0120223002	19	12	131.0862990140	0|7|9|11
19	CONDITIONAL_MEAN	1630.5847985441	9	5	81695.7452008854	74163.7407950188	7532.0044058665	0.0000000000	60.3906935859	0.0000000000	2137.4466278425	858.5344523905	20	7	60.3906935859	0|3|7|9|11
19	CONDITIONAL_MEAN	1630.5847985441	9	6	74704.3287352362	71788.6194353715	2915.7092998646	0.0000000000	19.6451269799	0.0000000000	2482.2479691813	985.0700945508	20	3	19.6451269799	0|3|6|7|9|11
19	CONDITIONAL_MEAN	1630.5847985441	9	7	68455.9737412176	66186.6653612716	2269.3083799460	0.0000000000	16.4171022862	0.0000000000	2927.1862260357	1111.9944310786	20	4	16.4171022862	0|1|3|7|8|9|11
19	CONDITIONAL_MEAN	1630.5847985441	9	8	63060.0691359700	62547.2253901847	512.8437457853	0.0000000000	3.3100947084	0.0000000000	2990.3846901583	1140.7816339152	20	1	3.3100947084	0|1|3|6|8|9|10|11
19	CONDITIONAL_MEAN	1630.5847985441	9	9	61105.0219581404	61105.0219581405	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
20	REALIZED	1643.9659284496	9	2	136097.7691140195	69652.4592725554	66445.3098414640	0.0000000000	628.4061365406	0.0000000000	1018.8482205735	371.1074455972	16	19	628.4061365406	7|11
20	REALIZED	1643.9659284496	9	3	117564.7103412812	72216.4250525421	45348.2852887391	0.0000000000	429.8716879610	0.0000000000	1314.2401013663	502.0357319753	19	15	429.8716879610	0|7|11
20	REALIZED	1643.9659284496	9	4	101934.8220127574	75481.4426076428	26453.3794051146	0.0000000000	229.6218772977	0.0000000000	1642.2587853235	627.0120223002	19	8	229.6218772977	0|7|9|11
20	REALIZED	1643.9659284496	9	5	90201.3755488577	76718.1144471474	13483.2611017102	0.0000000000	113.8929354728	0.0000000000	1987.0601266623	753.5476644606	19	6	113.8929354728	0|6|7|9|11
20	REALIZED	1643.9659284496	9	6	81160.6306043224	78451.1384168714	2709.4921874509	0.0000000000	19.0016950203	0.0000000000	2292.8866399821	841.9808742658	20	5	19.0016950203	0|5|6|7|9|11
20	REALIZED	1643.9659284496	9	7	73345.7999061178	71179.0650885111	2166.7348176067	0.0000000000	14.1618304060	0.0000000000	2704.1295074564	972.0163878379	20	2	14.1618304060	0|5|6|7|8|9|11
20	REALIZED	1643.9659284496	9	8	67772.4958708975	66406.6219749123	1365.8738959851	0.0000000000	9.0516283302	0.0000000000	3171.5669973930	1222.8197417451	20	2	9.0516283302	0|3|6|7|8|9|10|11
20	REALIZED	1643.9659284496	9	9	64414.2403252425	63394.6840122895	1019.5563129529	0.0000000000	6.8163587994	0.0000000000	3490.1793937323	1327.6453713896	20	1	6.8163587994	0|2|3|6|7|8|9|10|11
20	CONDITIONAL_MEAN	1325.0824544591	9	2	98578.1557021874	52298.4805118884	46279.6751902990	0.0000000000	432.2044719571	0.0000000000	954.3570251389	397.1673027416	16	16	432.2044719571	3|11
20	CONDITIONAL_MEAN	1325.0824544591	9	3	81009.2948058691	62950.9660157327	18058.3287901364	0.0000000000	160.4564249154	0.0000000000	1282.3757090961	522.1435930665	18	12	160.4564249154	3|9|11
20	CONDITIONAL_MEAN	1325.0824544591	9	4	66274.6245354230	60844.0935580969	5430.5309773260	0.0000000000	43.6687817666	0.0000000000	1642.2587853235	627.0120223002	19	5	43.6687817666	0|7|9|11
20	CONDITIONAL_MEAN	1325.0824544591	9	5	57882.1933422318	53662.4643543180	4219.7289879138	0.0000000000	33.8817690727	0.0000000000	2137.4466278425	858.5344523905	20	4	33.8817690727	0|3|7|9|11
20	CONDITIONAL_MEAN	1325.0824544591	9	6	52796.5734854580	52538.5448715360	258.0286139220	0.0000000000	1.5187680380	0.0000000000	2200.6450919650	887.3216552271	20	2	1.5187680380	0|3|6|9|10|11
20	CONDITIONAL_MEAN	1325.0824544591	9	7	49475.1266404332	49316.4543226865	158.6723177467	0.0000000000	0.8774835281	0.0000000000	2519.2574883043	992.1472848717	20	1	0.8774835281	0|2|3|6|9|10|11
20	CONDITIONAL_MEAN	1325.0824544591	9	8	47254.4022417821	47095.7299240354	158.6723177467	0.0000000000	0.8774835281	0.0000000000	2897.7542190232	1115.5717499876	20	1	0.8774835281	0|1|2|3|6|9|10|11
20	CONDITIONAL_MEAN	1325.0824544591	9	9	46370.5462240450	46010.7097010247	0.0000000000	359.8365230202	0.0000000000	24.9248918284	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
21	REALIZED	1487.9131928489	9	2	125845.2038234163	50814.7747225049	75030.4291009114	0.0000000000	615.1875972937	0.0000000000	954.3570251389	397.1673027416	16	17	615.1875972937	3|11
21	REALIZED	1487.9131928489	9	3	107025.2055067502	61866.8025639069	45158.4029428433	0.0000000000	355.1728247161	0.0000000000	1249.7489059316	528.0955891196	19	15	355.1728247161	0|3|11
21	REALIZED	1487.9131928489	9	4	90223.3701744808	72030.6807724203	18192.6894020604	0.0000000000	129.8451278678	0.0000000000	1577.7675898889	653.0718794446	20	9	129.8451278678	0|3|9|11
21	REALIZED	1487.9131928489	9	5	78671.3495634077	73858.6092070147	4812.7403563930	0.0000000000	32.5976308840	0.0000000000	1922.5689312277	779.6075216049	20	5	32.5976308840	0|3|6|9|11
21	REALIZED	1487.9131928489	9	6	69884.9726426926	67867.5916081638	2017.3810345287	0.0000000000	12.8494343464	0.0000000000	2200.6450919650	887.3216552271	20	2	12.8494343464	0|3|6|9|10|11
21	REALIZED	1487.9131928489	9	7	64540.5665670663	63694.6448337423	845.9217333240	0.0000000000	5.4599106964	0.0000000000	2506.4716052849	975.7548650323	20	1	5.4599106964	0|3|5|6|9|10|11
21	REALIZED	1487.9131928489	9	8	62342.3631873364	62342.3631873365	0.0000000000	0.0000000000	0.0000000000	0.0000000000	2825.0840016241	1080.5804946769	20	0	0.0000000000	0|2|3|5|6|9|10|11
21	REALIZED	1487.9131928489	9	9	60351.5506111280	59085.0439021743	845.9217333240	420.5849756297	5.4599106964	29.1327709990	3296.2112034781	1229.2148437204	20	1	5.4599106964	0|1|3|5|6|8|9|10|11
21	CONDITIONAL_MEAN	1650.0359551520	9	2	134226.9112375086	57183.5309281597	77043.3803093488	0.0000000000	701.0599086806	0.0000000000	954.3570251389	397.1673027416	16	19	701.0599086806	3|11
21	CONDITIONAL_MEAN	1650.0359551520	9	3	113900.8124702909	80507.3092207702	33393.5032495208	0.0000000000	303.3413035362	0.0000000000	1514.0360630925	602.6298756874	17	16	303.3413035362	3|7|11
21	CONDITIONAL_MEAN	1650.0359551520	9	4	97799.1143861988	80811.2649579147	16987.8494282841	0.0000000000	159.6267232474	0.0000000000	1642.2587853235	627.0120223002	19	12	159.6267232474	0|7|9|11
21	CONDITIONAL_MEAN	1650.0359551520	9	5	84457.4344234050	76412.9721976182	8044.4622257867	0.0000000000	65.7072531080	0.0000000000	2137.4466278425	858.5344523905	20	7	65.7072531080	0|3|7|9|11
21	CONDITIONAL_MEAN	1650.0359551520	9	6	77108.7890562316	73479.2141595006	3629.5748967310	0.0000000000	24.7765853419	0.0000000000	2482.2479691813	985.0700945508	20	4	24.7765853419	0|3|6|7|9|11
21	CONDITIONAL_MEAN	1650.0359551520	9	7	70274.9844410245	67187.6867727642	3087.2976682603	0.0000000000	22.5430666346	0.0000000000	2927.1862260357	1111.9944310786	20	4	22.5430666346	0|1|3|7|8|9|11
21	CONDITIONAL_MEAN	1650.0359551520	9	8	65041.5460325972	64125.9364649470	915.6095676502	0.0000000000	5.9097033155	0.0000000000	2990.3846901583	1140.7816339152	20	1	5.9097033155	0|1|3|6|8|9|10|11
21	CONDITIONAL_MEAN	1650.0359551520	9	9	62987.8800345297	62963.6075877239	24.2724468058	0.0000000000	0.1566638930	0.0000000000	3296.2112034781	1229.2148437204	20	1	0.1566638930	0|1|3|5|6|8|9|10|11
22	REALIZED	989.8640550717	7	2	67816.9900363879	51659.7897887737	16157.2002476143	0.0000000000	174.6666503615	0.0000000000	1018.8482205735	371.1074455972	16	12	174.6666503615	7|11
22	REALIZED	989.8640550717	7	3	54876.2035463696	47794.5590672604	7081.6444791091	0.0000000000	59.8091975543	0.0000000000	1282.3757090961	522.1435930665	18	5	59.8091975543	3|9|11
22	REALIZED	989.8640550717	7	4	45537.5172900157	38938.2152375983	6599.3020524174	0.0000000000	54.7092864168	0.0000000000	1842.0547470497	727.6061660124	18	3	54.7092864168	3|7|9|11
22	REALIZED	989.8640550717	7	5	40618.4795117150	37175.6733292972	3442.8061824178	0.0000000000	27.3015053741	0.0000000000	2220.5514777686	851.0306311284	19	1	27.3015053741	1|3|7|9|11
22	REALIZED	989.8640550717	7	6	37453.3642613967	36354.4597564584	1098.9045049383	0.0000000000	8.7143294329	0.0000000000	2283.7499418912	879.8178339650	20	1	8.7143294329	1|3|6|9|10|11
22	REALIZED	989.8640550717	7	7	37035.0636537143	35989.8532732623	0.0000000000	1045.2103804520	0.0000000000	72.1555541501	2694.9928093655	1009.8533475371	20	0	0.0000000000	1|3|6|8|9|10|11
22	REALIZED	989.8640550717	7	8	37433.4461643723	35191.2039074013	0.0000000000	2242.2422569710	0.0000000000	163.7482135875	3013.6052057048	1114.6789771817	20	0	0.0000000000	1|2|3|6|8|9|10|11
22	REALIZED	989.8640550717	7	9	38259.0805592238	34803.2132002920	0.0000000000	3455.8673589318	0.0000000000	245.7875593718	3319.4317190246	1203.1121869869	20	0	0.0000000000	1|2|3|5|6|8|9|10|11
22	CONDITIONAL_MEAN	1494.9897532972	9	2	116823.2334933783	55494.0077278516	61329.2257655267	0.0000000000	568.7390480464	0.0000000000	954.3570251389	397.1673027416	16	16	568.7390480464	3|11
22	CONDITIONAL_MEAN	1494.9897532972	9	3	97828.2368019089	73000.6496772285	24827.5871246803	0.0000000000	228.2341258865	0.0000000000	1514.0360630925	602.6298756874	17	13	228.2341258865	3|7|11
22	CONDITIONAL_MEAN	1494.9897532972	9	4	81243.7590342766	70705.4013477018	10538.3576865747	0.0000000000	95.2015906477	0.0000000000	1642.2587853235	627.0120223002	19	8	95.2015906477	0|7|9|11
22	CONDITIONAL_MEAN	1494.9897532972	9	5	72261.9640491771	65582.6464776762	6679.3175715009	0.0000000000	54.6515305244	0.0000000000	2137.4466278425	858.5344523905	20	5	54.6515305244	0|3|7|9|11
22	CONDITIONAL_MEAN	1494.9897532972	9	6	65869.1104414830	63199.4636247267	2669.6468167563	0.0000000000	17.7150932699	0.0000000000	2482.2479691813	985.0700945508	20	3	17.7150932699	0|3|6|7|9|11
22	CONDITIONAL_MEAN	1494.9897532972	9	7	60653.4819967855	58521.3670195727	2132.1149772128	0.0000000000	15.3187922101	0.0000000000	2927.1862260357	1111.9944310786	20	3	15.3187922101	0|1|3|7|8|9|11
22	CONDITIONAL_MEAN	1494.9897532972	9	8	55982.6190599110	55361.4871854909	621.1318744201	0.0000000000	4.0090287687	0.0000000000	2990.3846901583	1140.7816339152	20	1	4.0090287687	0|1|3|6|8|9|10|11
22	CONDITIONAL_MEAN	1494.9897532972	9	9	54571.3840725192	54571.3840725192	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3296.2112034781	1229.2148437204	20	0	0.0000000000	0|1|3|5|6|8|9|10|11
23	REALIZED	1419.4034194106	9	2	125229.0932490213	59145.6199787506	66083.4732702706	0.0000000000	521.6581389640	0.0000000000	1018.8482205735	371.1074455972	16	15	521.6581389640	7|11
