replication	design	base_cv	top5_share	mean_loading_cosine	mean_context_share_tv	q95_context_share_tv	total_conditional_mean_cv	mean_lane_q90_q10_ratio
142	three_level_original_coefficients	0.8169277582	0.2506024266	0.9748931958	0.0091470446	0.0142283269	0.1302523599	1.4162309739
143	three_level_original_coefficients	0.7686622408	0.2342539920	0.9733900450	0.0093908567	0.0147719840	0.1288789609	1.4103547055
144	three_level_original_coefficients	0.7991618545	0.2485417471	0.9755958551	0.0082673204	0.0124977971	0.1272165892	1.4024224398
145	three_level_original_coefficients	0.8041657963	0.2341074137	0.9762756532	0.0088399726	0.0135739620	0.1310695132	1.4281084958
146	three_level_original_coefficients	0.8110503820	0.2463733507	0.9700852485	0.0094622124	0.0146817065	0.1291831247	1.4211535196
147	three_level_original_coefficients	0.8300543428	0.2481335466	0.9722732935	0.0090221583	0.0141022762	0.1340812313	1.4361925439
148	three_level_original_coefficients	0.8042935718	0.2377243644	0.9724949869	0.0097243074	0.0158867799	0.1274019042	1.3965375289
149	three_level_original_coefficients	0.8113850157	0.2485203399	0.9746568700	0.0092432003	0.0143194803	0.1322700126	1.4288102850
150	three_level_original_coefficients	0.7853574333	0.2421053809	0.9722287170	0.0092163102	0.0147593485	0.1328166612	1.4290497406
151	three_level_original_coefficients	0.7644795455	0.2303925454	0.9766344178	0.0085294832	0.0131312533	0.1351771585	1.4287451769
152	three_level_original_coefficients	0.8148250545	0.2436370702	0.9736522930	0.0088372961	0.0134593352	0.1346535505	1.4317171334
153	three_level_original_coefficients	0.7846748249	0.2445559805	0.9769835311	0.0082623637	0.0129922903	0.1367891715	1.4365469654
154	three_level_original_coefficients	0.8401576319	0.2462729532	0.9707269918	0.0094681193	0.0154850814	0.1317826449	1.4189581476
155	three_level_original_coefficients	0.8133784253	0.2381219957	0.9741359280	0.0083275284	0.0130103615	0.1338464494	1.4320680936
156	three_level_original_coefficients	0.7854777017	0.2456275452	0.9720825241	0.0089015322	0.0135531767	0.1288439791	1.4206898882
157	three_level_original_coefficients	0.8167331790	0.2301686918	0.9711266183	0.0089646897	0.0138861970	0.1333804743	1.4367251056
158	three_level_original_coefficients	0.8332845542	0.2531050287	0.9720664519	0.0093170284	0.0149567291	0.1292212536	1.4123018245
159	three_level_original_coefficients	0.7908671023	0.2407034632	0.9706467408	0.0093030571	0.0140216575	0.1323377076	1.4225591623
160	three_level_original_coefficients	0.8088910045	0.2302796889	0.9706836540	0.0086855602	0.0139397160	0.1363908012	1.4400843792
161	three_level_original_coefficients	0.8043903402	0.2377496507	0.9748715713	0.0088332619	0.0136952557	0.1311405330	1.4250652262
162	three_level_original_coefficients	0.8334222652	0.2443815508	0.9757044567	0.0089193150	0.0136309962	0.1309780299	1.4163054352
163	three_level_original_coefficients	0.8355985280	0.2485308384	0.9762603724	0.0093999912	0.0149207833	0.1329376591	1.4342994582
164	three_level_original_coefficients	0.8290004093	0.2554881682	0.9723377792	0.0094822556	0.0144623717	0.1336980264	1.4296939922
165	three_level_original_coefficients	0.8690874225	0.2422872029	0.9705353168	0.0097406257	0.0158115727	0.1323558452	1.4299165197
166	three_level_original_coefficients	0.8068374835	0.2467701225	0.9712733646	0.0097377775	0.0154942266	0.1318314194	1.4142810303
167	three_level_original_coefficients	0.7956920672	0.2496610481	0.9712088363	0.0094511805	0.0142999900	0.1298245511	1.4179765619
168	three_level_original_coefficients	0.8305406879	0.2353677060	0.9761585505	0.0083062561	0.0129223038	0.1298434946	1.4241940080
169	three_level_original_coefficients	0.7863877187	0.2352071193	0.9728395557	0.0093077175	0.0145110026	0.1370229852	1.4386933813
170	three_level_original_coefficients	0.8087876605	0.2437538506	0.9699816880	0.0101997269	0.0169212820	0.1308284356	1.4227141315
171	three_level_original_coefficients	0.7733479349	0.2379799458	0.9732136315	0.0092268270	0.0144556387	0.1337230162	1.4321669663
172	three_level_original_coefficients	0.8018837058	0.2316345189	0.9721357559	0.0092711172	0.0146993746	0.1268991401	1.4053453554
173	three_level_original_coefficients	0.8189072177	0.2477271215	0.9722256781	0.0092008414	0.0144311515	0.1317771938	1.4088681261
174	three_level_original_coefficients	0.8154400766	0.2427361596	0.9777286613	0.0086013866	0.0130098098	0.1338742426	1.4284876276
175	three_level_original_coefficients	0.8002070074	0.2316317346	0.9747287121	0.0091090603	0.0143101215	0.1351652221	1.4487013396
176	three_level_original_coefficients	0.8424763946	0.2460539399	0.9707566286	0.0095559876	0.0152373134	0.1357600037	1.4358033460
177	three_level_original_coefficients	0.8039650394	0.2495135812	0.9742000023	0.0084509237	0.0132782036	0.1338209568	1.4272864170
178	three_level_original_coefficients	0.8041321945	0.2367152640	0.9752941073	0.0088517414	0.0137873061	0.1323151205	1.4310980882
179	three_level_original_coefficients	0.8149938080	0.2424262489	0.9742743439	0.0085616536	0.0134274165	0.1304121686	1.4107122243
180	three_level_original_coefficients	0.7902125024	0.2411670611	0.9731526743	0.0091347213	0.0143526683	0.1276457091	1.4089855651
181	three_level_original_coefficients	0.7825726241	0.2387459761	0.9735738389	0.0092116957	0.0147856774	0.1315919740	1.4107652980
182	three_level_original_coefficients	0.8265343257	0.2485931304	0.9758081063	0.0087899518	0.0137460355	0.1309108099	1.4205465568
183	three_level_original_coefficients	0.8429094277	0.2445243690	0.9706411501	0.0100392487	0.0165700965	0.1338836097	1.4377006492
184	three_level_original_coefficients	0.8252356757	0.2429514091	0.9734022855	0.0090131247	0.0144315520	0.1295469305	1.4150933471
185	three_level_original_coefficients	0.8134793855	0.2436790114	0.9759583486	0.0088217722	0.0140776043	0.1332666335	1.4237765731
186	three_level_original_coefficients	0.8157244146	0.2546334544	0.9735251677	0.0087924279	0.0140344157	0.1328842262	1.4258033478
187	three_level_original_coefficients	0.7866812080	0.2373669615	0.9731438807	0.0088868905	0.0135736047	0.1316513142	1.4272341211
188	three_level_original_coefficients	0.7877824612	0.2414728978	0.9780493242	0.0085423070	0.0131723970	0.1307000316	1.4175539504
189	three_level_original_coefficients	0.7947684624	0.2388048020	0.9732431645	0.0092190591	0.0141268708	0.1333790675	1.4255470190
190	three_level_original_coefficients	0.7948917350	0.2311789392	0.9742956948	0.0093808687	0.0143568178	0.1300046133	1.4139053646
191	three_level_original_coefficients	0.8097406560	0.2440716144	0.9737939822	0.0089870369	0.0138741830	0.1343211993	1.4304534043
192	three_level_original_coefficients	0.8202134422	0.2481019434	0.9736341868	0.0087226773	0.0137946407	0.1324597827	1.4283658892
193	three_level_original_coefficients	0.8139331069	0.2490877528	0.9737057855	0.0083115208	0.0133484930	0.1346310726	1.4402654835
194	three_level_original_coefficients	0.7897825243	0.2437269153	0.9730287700	0.0094864054	0.0150687786	0.1346009837	1.4334961768
195	three_level_original_coefficients	0.8073871863	0.2417225867	0.9734216382	0.0095713015	0.0147459945	0.1299017775	1.4092850036
196	three_level_original_coefficients	0.8353722131	0.2411176177	0.9730216854	0.0092127971	0.0145056767	0.1297404578	1.4107414710
197	three_level_original_coefficients	0.7989516613	0.2313099040	0.9773349717	0.0086631754	0.0144952291	0.1324337867	1.4211929423
198	three_level_original_coefficients	0.8413418300	0.2450063166	0.9743613986	0.0084240783	0.0135418842	0.1312021828	1.4202523031
199	three_level_original_coefficients	0.8171786397	0.2420711826	0.9729184938	0.0088576550	0.0137020374	0.1358964021	1.4325819102
200	three_level_original_coefficients	0.8296835461	0.2343580712	0.9729575456	0.0091879709	0.0143682660	0.1319118334	1.4232665310
1	three_level_wide_positive	0.8259772874	0.2386050229	0.8521560400	0.0246400080	0.0379305694	0.1447326535	1.5268343605
2	three_level_wide_positive	0.8189315537	0.2434296216	0.8724240716	0.0216712786	0.0339556528	0.1522462520	1.5281557778
3	three_level_wide_positive	0.7766936614	0.2391158954	0.8766605214	0.0213887877	0.0330774266	0.1503788259	1.5180359475
4	three_level_wide_positive	0.7715400484	0.2314544266	0.8444947545	0.0264655423	0.0426605054	0.1444021334	1.5011486553
5	three_level_wide_positive	0.8153724833	0.2438983364	0.8429146238	0.0248272143	0.0385554849	0.1416980173	1.4998411923
6	three_level_wide_positive	0.7655113930	0.2289795596	0.8415896708	0.0242042535	0.0383260260	0.1421732295	1.5086974556
7	three_level_wide_positive	0.7921626550	0.2410879021	0.8554426495	0.0237911542	0.0362184506	0.1406742781	1.5057339023
8	three_level_wide_positive	0.8127999909	0.2299261026	0.8470988632	0.0239079799	0.0367531933	0.1429358784	1.5122138233
9	three_level_wide_positive	0.8020177225	0.2438218776	0.8533054254	0.0211926530	0.0341477187	0.1570991034	1.5384841514
10	three_level_wide_positive	0.8442402139	0.2493498121	0.8581809761	0.0214397053	0.0331831812	0.1494744042	1.5184912177
11	three_level_wide_positive	0.8346457014	0.2477831716	0.8448963272	0.0252679169	0.0400743129	0.1343175869	1.4918047943
12	three_level_wide_positive	0.7943970003	0.2292190485	0.8315050545	0.0244213833	0.0378677535	0.1451937970	1.5082946586
13	three_level_wide_positive	0.7968833509	0.2351019799	0.8624091052	0.0227629298	0.0375182133	0.1493808134	1.5191927734
14	three_level_wide_positive	0.8303420328	0.2482034753	0.8663990161	0.0218910537	0.0351983310	0.1520446372	1.5304704049
15	three_level_wide_positive	0.8014190502	0.2427015324	0.8406110465	0.0251712520	0.0393187846	0.1436260009	1.5155788759
16	three_level_wide_positive	0.8291567159	0.2393644182	0.8509133161	0.0234522014	0.0369629946	0.1494517878	1.5180676574
17	three_level_wide_positive	0.8310502434	0.2396571429	0.8442068134	0.0227892412	0.0359969812	0.1516754544	1.5329040614
18	three_level_wide_positive	0.8245751045	0.2444807625	0.8592854006	0.0232475956	0.0367749132	0.1423270504	1.5022484999
19	three_level_wide_positive	0.8027130200	0.2350504603	0.8593811604	0.0236314384	0.0361196046	0.1432404482	1.5056152713
20	three_level_wide_positive	0.8223555109	0.2442404910	0.8770647329	0.0221795648	0.0343680510	0.1504692411	1.5293771615
21	three_level_wide_positive	0.7985905203	0.2471518212	0.8720359152	0.0224323612	0.0354015895	0.1476978059	1.5232119070
22	three_level_wide_positive	0.8447664226	0.2464489790	0.8466703510	0.0252211296	0.0399218928	0.1450202993	1.5102920125
23	three_level_wide_positive	0.8072235775	0.2380453458	0.8609089516	0.0221750548	0.0337129401	0.1489117514	1.5111152547
24	three_level_wide_positive	0.7950752644	0.2398413088	0.8505984333	0.0243184487	0.0369371599	0.1425600472	1.5056461864
25	three_level_wide_positive	0.8272217864	0.2361731907	0.8478430236	0.0237906795	0.0371903448	0.1456913271	1.5204777450
26	three_level_wide_positive	0.8104626707	0.2405970575	0.8655417799	0.0222583684	0.0345170380	0.1421127910	1.5019681991
27	three_level_wide_positive	0.8589318309	0.2478099612	0.8472830861	0.0227632829	0.0351315251	0.1420390125	1.4965866515
28	three_level_wide_positive	0.8205573641	0.2482756803	0.8487335362	0.0229343004	0.0351129174	0.1484236680	1.5143058035
29	three_level_wide_positive	0.7889864160	0.2377044344	0.8789532507	0.0220304293	0.0339836134	0.1475290938	1.4994316015
30	three_level_wide_positive	0.8076361695	0.2394356836	0.8660681999	0.0239611729	0.0388843246	0.1434409140	1.5253485834
31	three_level_wide_positive	0.8253568853	0.2422373254	0.8461078552	0.0219268860	0.0332421052	0.1439502876	1.5059842643
32	three_level_wide_positive	0.7848532987	0.2406774365	0.8501227608	0.0239302425	0.0396153317	0.1438930095	1.5009428482
33	three_level_wide_positive	0.8049580185	0.2383715420	0.8639950680	0.0216776432	0.0336624097	0.1403383517	1.4971086420
34	three_level_wide_positive	0.8202858574	0.2450266325	0.8416289316	0.0246700587	0.0392150561	0.1466577778	1.5259856806
35	three_level_wide_positive	0.7994510826	0.2333375792	0.8715835008	0.0228399261	0.0353270080	0.1507665958	1.5211418281
36	three_level_wide_positive	0.8038003514	0.2435173700	0.8505087329	0.0240512790	0.0377946453	0.1430602395	1.5067918518
37	three_level_wide_positive	0.7775408579	0.2371212779	0.8399183018	0.0244381452	0.0396838188	0.1465704944	1.5330678863
38	three_level_wide_positive	0.8061836548	0.2434849766	0.8785940140	0.0220828863	0.0344795945	0.1447970243	1.5090781597
39	three_level_wide_positive	0.8069079414	0.2342904949	0.8367941027	0.0250743676	0.0397545414	0.1402138970	1.5037231460
40	three_level_wide_positive	0.7945371207	0.2399026476	0.8610206700	0.0226900312	0.0359866148	0.1418708582	1.4917465924
41	three_level_wide_positive	0.8152167486	0.2422789469	0.8775123130	0.0220466717	0.0344522005	0.1457619757	1.4988764584
42	three_level_wide_positive	0.7816938413	0.2377449205	0.8460398997	0.0233410465	0.0385699503	0.1411041907	1.5101497922
43	three_level_wide_positive	0.8441329865	0.2462350143	0.8385289796	0.0234924460	0.0362644168	0.1507079544	1.5164444632
44	three_level_wide_positive	0.8090739924	0.2393004578	0.8601844719	0.0228186948	0.0351871504	0.1418351941	1.5052010992
45	three_level_wide_positive	0.8115539731	0.2433837130	0.8639009346	0.0221956139	0.0356937698	0.1434929604	1.5112900998
46	three_level_wide_positive	0.8175923459	0.2402743134	0.8434826438	0.0247374185	0.0397657410	0.1387444310	1.5079682185
47	three_level_wide_positive	0.8274936653	0.2359403029	0.8415637751	0.0258189671	0.0399787225	0.1434688095	1.5173799041
48	three_level_wide_positive	0.7763895356	0.2336588660	0.8393434589	0.0243225626	0.0368312550	0.1389596131	1.4985919137
49	three_level_wide_positive	0.7669474464	0.2376137826	0.8537317572	0.0237791834	0.0389488531	0.1416945762	1.5019665127
50	three_level_wide_positive	0.7976528390	0.2381173517	0.8532899397	0.0247619178	0.0395704530	0.1422893604	1.5128792764
51	three_level_wide_positive	0.7972279156	0.2441490145	0.8782843549	0.0219446138	0.0351755308	0.1509464043	1.5246591756
52	three_level_wide_positive	0.7949218667	0.2368302697	0.8529373822	0.0229541275	0.0357847788	0.1471984583	1.5216273096
53	three_level_wide_positive	0.8090481949	0.2471085989	0.8402120011	0.0240650152	0.0390212101	0.1487037642	1.5211101957
54	three_level_wide_positive	0.7899329067	0.2416805493	0.8393659487	0.0236341361	0.0368181161	0.1455160047	1.5049945655
55	three_level_wide_positive	0.8093141136	0.2421703584	0.8481514103	0.0234794183	0.0364102114	0.1461409292	1.5181904091
56	three_level_wide_positive	0.8016010103	0.2408492434	0.8639634810	0.0235033955	0.0365236748	0.1469964064	1.5091843558
57	three_level_wide_positive	0.8143505908	0.2362012495	0.8665086247	0.0232773897	0.0360993850	0.1433481203	1.4969615327
58	three_level_wide_positive	0.8545313984	0.2575828303	0.8328830081	0.0244580581	0.0376679445	0.1463028547	1.5224455365
59	three_level_wide_positive	0.7833995174	0.2249481011	0.8241649317	0.0250771345	0.0401721945	0.1454207378	1.5197816351
60	three_level_wide_positive	0.7911278619	0.2356510291	0.8502607694	0.0247524200	0.0381321788	0.1451583777	1.5184877640
61	three_level_wide_positive	0.8155570100	0.2508951923	0.8696347439	0.0228547660	0.0357839978	0.1415480677	1.4987683070
62	three_level_wide_positive	0.7764938310	0.2359105652	0.8407203213	0.0245653553	0.0395230515	0.1415637633	1.5072734438
63	three_level_wide_positive	0.7975287775	0.2453335628	0.8781707994	0.0219960408	0.0344618995	0.1487411435	1.5232046839
64	three_level_wide_positive	0.8338708543	0.2468946416	0.8618557330	0.0233011051	0.0365301699	0.1472608992	1.5142829321
65	three_level_wide_positive	0.7915586390	0.2355320078	0.8777965629	0.0211960063	0.0330045012	0.1489331499	1.5242047581
66	three_level_wide_positive	0.8159670287	0.2432190259	0.8518217689	0.0238796651	0.0365873215	0.1487906341	1.5360739739
67	three_level_wide_positive	0.7760372457	0.2280092652	0.8526491896	0.0232304782	0.0367539552	0.1493262640	1.5265348525
68	three_level_wide_positive	0.7797237736	0.2343278496	0.8349415917	0.0245373935	0.0371905956	0.1420167107	1.4998590213
69	three_level_wide_positive	0.8047381751	0.2452762352	0.8410571798	0.0234214377	0.0382232549	0.1453685862	1.5196712824
70	three_level_wide_positive	0.7958847132	0.2532302790	0.8528195370	0.0235467822	0.0356624515	0.1484747466	1.5185297861
71	three_level_wide_positive	0.8103723834	0.2475924468	0.8443177325	0.0235272016	0.0364091540	0.1388555995	1.4933396464
72	three_level_wide_positive	0.7962573393	0.2425757957	0.8662686181	0.0227132711	0.0341939855	0.1465400883	1.5161294683
73	three_level_wide_positive	0.7904033157	0.2449113832	0.8745017666	0.0217226505	0.0342779220	0.1475042359	1.5006963758
74	three_level_wide_positive	0.8078853939	0.2437162362	0.8573620100	0.0213622103	0.0325476557	0.1462631505	1.5216678000
75	three_level_wide_positive	0.8109375954	0.2362254867	0.8677902881	0.0209550426	0.0329732481	0.1456221663	1.5077724510
76	three_level_wide_positive	0.7785834178	0.2312988611	0.8646806866	0.0227991558	0.0345906066	0.1440515660	1.4959486681
77	three_level_wide_positive	0.8088653461	0.2288913538	0.8553098102	0.0242477132	0.0377100501	0.1425380379	1.5060082698
78	three_level_wide_positive	0.7985721984	0.2313524423	0.8638083066	0.0231842414	0.0365438275	0.1444966882	1.5017467313
79	three_level_wide_positive	0.7800579500	0.2349437144	0.8494342665	0.0243044186	0.0391053586	0.1404256316	1.4939012565
80	three_level_wide_positive	0.8160293965	0.2444996808	0.8423180733	0.0247776729	0.0397137659	0.1434875085	1.5147575516
81	three_level_wide_positive	0.7668485522	0.2359147825	0.8609200468	0.0231921796	0.0361119641	0.1435197676	1.5091928152
82	three_level_wide_positive	0.8231668440	0.2429051687	0.8597271567	0.0239704518	0.0365931309	0.1481251652	1.5071956819
83	three_level_wide_positive	0.7627841739	0.2357817855	0.8293037041	0.0259383029	0.0401838521	0.1405725346	1.5072955719
84	three_level_wide_positive	0.8081517605	0.2387470954	0.8301113707	0.0266492785	0.0410691357	0.1430526850	1.5235850972
85	three_level_wide_positive	0.8413883900	0.2507488506	0.8389303367	0.0252908626	0.0392258404	0.1469824143	1.5224332048
86	three_level_wide_positive	0.8072352818	0.2394231878	0.8433596833	0.0227635556	0.0349050468	0.1337034376	1.4725395445
87	three_level_wide_positive	0.7972339575	0.2344027702	0.8491669124	0.0254262783	0.0404377956	0.1397893935	1.5048456870
88	three_level_wide_positive	0.8167465176	0.2427076988	0.8528586651	0.0249912791	0.0384534248	0.1382838533	1.5033630562
89	three_level_wide_positive	0.8494384524	0.2366308121	0.8702774475	0.0227670308	0.0341411979	0.1383215596	1.4915977317
90	three_level_wide_positive	0.8303242209	0.2398196722	0.8478310442	0.0248579333	0.0391262073	0.1429510735	1.5009331156
91	three_level_wide_positive	0.8108562516	0.2487588919	0.8541915185	0.0241926110	0.0377937921	0.1487494808	1.5185165999
92	three_level_wide_positive	0.7570145252	0.2265520952	0.8578992432	0.0233231101	0.0384473955	0.1457213578	1.5081617880
93	three_level_wide_positive	0.7957746122	0.2406071284	0.8651111541	0.0221178587	0.0350068120	0.1452748180	1.5206415893
94	three_level_wide_positive	0.8089498502	0.2406078866	0.8652676278	0.0235945109	0.0365193135	0.1451903869	1.5121747897
95	three_level_wide_positive	0.7929687304	0.2446015390	0.8523310447	0.0243806051	0.0382637002	0.1441807017	1.5090002087
96	three_level_wide_positive	0.8270821113	0.2445821095	0.8445790320	0.0245350299	0.0383636533	0.1434736397	1.5004056346
97	three_level_wide_positive	0.7681713113	0.2302219548	0.8480840372	0.0228695117	0.0360103409	0.1500739854	1.5282513299
98	three_level_wide_positive	0.8159193020	0.2531431340	0.8607323724	0.0228435821	0.0353147586	0.1434389038	1.5015251979
99	three_level_wide_positive	0.7967604837	0.2357681922	0.8473665417	0.0243059268	0.0390345107	0.1433174600	1.5141702155
100	three_level_wide_positive	0.7812287893	0.2436844326	0.8500450202	0.0248678605	0.0386177620	0.1416168534	1.5109737932
101	three_level_wide_positive	0.8217050268	0.2484496381	0.8482967025	0.0250167098	0.0389965639	0.1496400864	1.5208278981
102	three_level_wide_positive	0.7686908478	0.2319039843	0.8414851413	0.0249559677	0.0381223460	0.1406602927	1.5019701126
103	three_level_wide_positive	0.8154085051	0.2325849459	0.8493039654	0.0247091682	0.0389536208	0.1424843258	1.5067515949
104	three_level_wide_positive	0.8260509073	0.2434385707	0.8658605625	0.0220014858	0.0356178291	0.1409455770	1.4972834183
105	three_level_wide_positive	0.7919421604	0.2350167150	0.8650283711	0.0214032632	0.0331486125	0.1532603317	1.5152141440
106	three_level_wide_positive	0.7999417258	0.2410540197	0.8439494499	0.0247779691	0.0430928125	0.1427886804	1.5197251782
107	three_level_wide_positive	0.7901485391	0.2484125335	0.8488964725	0.0258451266	0.0399656555	0.1474223089	1.5363458343
108	three_level_wide_positive	0.7925700690	0.2376897128	0.8334408119	0.0245716198	0.0391561516	0.1385293147	1.4884494979
109	three_level_wide_positive	0.7619066252	0.2283484711	0.8753042564	0.0245379752	0.0391854011	0.1481843594	1.5173570753
110	three_level_wide_positive	0.7930736043	0.2355287726	0.8542311257	0.0239732430	0.0381254156	0.1468858064	1.5232372560
111	three_level_wide_positive	0.8026085727	0.2420340640	0.8618463291	0.0226253082	0.0363892302	0.1497317239	1.5129202874
112	three_level_wide_positive	0.7389676679	0.2275081100	0.8539428360	0.0233947583	0.0362573662	0.1476962757	1.5175994913
113	three_level_wide_positive	0.8109417890	0.2438568263	0.8535441361	0.0242788861	0.0387709105	0.1455450702	1.5105345687
114	three_level_wide_positive	0.8538454175	0.2391169549	0.8552632884	0.0233069801	0.0373300535	0.1495399289	1.5315504922
115	three_level_wide_positive	0.7450646941	0.2257623526	0.8451542904	0.0259452670	0.0405327358	0.1390513634	1.4916180161
116	three_level_wide_positive	0.8089807214	0.2365866146	0.8277051264	0.0264084332	0.0420507057	0.1420097859	1.5155983763
117	three_level_wide_positive	0.8139746177	0.2371709120	0.8274553627	0.0253971161	0.0389037449	0.1377364317	1.5134629615
118	three_level_wide_positive	0.8061467384	0.2422338169	0.8544531267	0.0235786320	0.0367845376	0.1465501168	1.5218420164
119	three_level_wide_positive	0.8351741947	0.2509092061	0.8525241234	0.0223468330	0.0354334783	0.1482507427	1.5244385018
120	three_level_wide_positive	0.8179866934	0.2429131266	0.8666282909	0.0218537529	0.0347758903	0.1453648867	1.5072195939
121	three_level_wide_positive	0.8492301974	0.2506389801	0.8401335808	0.0235208315	0.0357021098	0.1399108006	1.4902565939
122	three_level_wide_positive	0.7971876473	0.2417579016	0.8509230955	0.0226233727	0.0344570771	0.1416512167	1.5091139516
123	three_level_wide_positive	0.7938055334	0.2415671418	0.8474277865	0.0228599335	0.0350125945	0.1422292790	1.4979441059
124	three_level_wide_positive	0.8104737736	0.2442857932	0.8633681779	0.0220669409	0.0357879835	0.1410092811	1.4708973982
125	three_level_wide_positive	0.8281352977	0.2499515890	0.8292580755	0.0252856273	0.0396383985	0.1367471657	1.4920373119
126	three_level_wide_positive	0.7992106942	0.2495398077	0.8574865454	0.0224142167	0.0347491619	0.1454715092	1.5195316338
127	three_level_wide_positive	0.8345327227	0.2496881954	0.8798325787	0.0221848658	0.0350847914	0.1420742345	1.4995741400
128	three_level_wide_positive	0.8533518202	0.2498620335	0.8339549853	0.0250482117	0.0379506947	0.1479277201	1.5237026020
129	three_level_wide_positive	0.7954543569	0.2399664056	0.8550665698	0.0222047191	0.0350021027	0.1420424075	1.5077115268
130	three_level_wide_positive	0.8255790141	0.2376527915	0.8447525058	0.0242262940	0.0374434509	0.1477052717	1.5269928496
131	three_level_wide_positive	0.8151214895	0.2417439154	0.8639666269	0.0232455483	0.0362732090	0.1459549158	1.5224790470
132	three_level_wide_positive	0.8223636103	0.2395405152	0.8586310866	0.0232935000	0.0360765323	0.1434648355	1.5135647204
133	three_level_wide_positive	0.7454711786	0.2256272412	0.8722718345	0.0226988040	0.0346442250	0.1492861980	1.5128731367
134	three_level_wide_positive	0.7849210927	0.2409120664	0.8324060264	0.0267426156	0.0432943366	0.1449915321	1.5370928260
135	three_level_wide_positive	0.8241417669	0.2464555926	0.8551292854	0.0237370291	0.0363610958	0.1440206823	1.5056686810
136	three_level_wide_positive	0.8240975795	0.2460935889	0.8429612516	0.0237576433	0.0364238865	0.1375888472	1.4932653441
137	three_level_wide_positive	0.7892575353	0.2396291914	0.8519069953	0.0221391336	0.0339806797	0.1404529149	1.4895408936
138	three_level_wide_positive	0.7845102557	0.2476225805	0.8635745386	0.0226775659	0.0346604143	0.1446049004	1.5060586091
139	three_level_wide_positive	0.8165690803	0.2369237486	0.8439961764	0.0261553746	0.0398577922	0.1415163756	1.5083846640
140	three_level_wide_positive	0.8127130037	0.2377923461	0.8408249994	0.0249003389	0.0409972945	0.1431469850	1.5235417350
141	three_level_wide_positive	0.8088212943	0.2471625853	0.8790113450	0.0229955258	0.0351468668	0.1396724307	1.4985629726
142	three_level_wide_positive	0.8169277582	0.2506024266	0.8582017611	0.0243482316	0.0381168716	0.1411558351	1.4971891895
143	three_level_wide_positive	0.7686622408	0.2342539920	0.8578216838	0.0247294845	0.0383514707	0.1401034022	1.4879936793
144	three_level_wide_positive	0.7991618545	0.2485417471	0.8610232792	0.0221852756	0.0338440705	0.1369967316	1.4857228213
145	three_level_wide_positive	0.8041657963	0.2341074137	0.8683440523	0.0230040319	0.0359353470	0.1422922672	1.5131245844
146	three_level_wide_positive	0.8110503820	0.2463733507	0.8433351290	0.0247515411	0.0381202016	0.1412905495	1.5089761081
147	three_level_wide_positive	0.8300543428	0.2481335466	0.8497079387	0.0238941994	0.0379052761	0.1463969225	1.5309049457
148	three_level_wide_positive	0.8042935718	0.2377243644	0.8387418073	0.0254222312	0.0412532126	0.1391028390	1.4833616234
149	three_level_wide_positive	0.8113850157	0.2485203399	0.8654296843	0.0243076550	0.0380788388	0.1471780059	1.5247760179
150	three_level_wide_positive	0.7853574333	0.2421053809	0.8473789577	0.0242869087	0.0386662145	0.1439886411	1.5219828950
151	three_level_wide_positive	0.7644795455	0.2303925454	0.8730750061	0.0219559617	0.0338402970	0.1479308528	1.5103953081
152	three_level_wide_positive	0.8148250545	0.2436370702	0.8604201096	0.0230980034	0.0352644295	0.1493984578	1.5229566574
153	three_level_wide_positive	0.7846748249	0.2445559805	0.8739471217	0.0212240442	0.0331163432	0.1519984132	1.5265325161
154	three_level_wide_positive	0.8401576319	0.2462729532	0.8393828163	0.0247775116	0.0404648791	0.1451761194	1.5043906386
155	three_level_wide_positive	0.8133784253	0.2381219957	0.8500526191	0.0218677425	0.0340460794	0.1461517012	1.5139827443
156	three_level_wide_positive	0.7854777017	0.2456275452	0.8436509854	0.0235503193	0.0360876439	0.1417002975	1.5045281470
157	three_level_wide_positive	0.8167331790	0.2301686918	0.8489583844	0.0233849840	0.0355293269	0.1459638975	1.5249368990
158	three_level_wide_positive	0.8332845542	0.2531050287	0.8543232790	0.0246519456	0.0390402462	0.1409296844	1.5108551576
159	three_level_wide_positive	0.7908671023	0.2407034632	0.8376802671	0.0240089229	0.0361330341	0.1456738030	1.5201659349
160	three_level_wide_positive	0.8088910045	0.2302796889	0.8396111754	0.0228315980	0.0368182779	0.1510185659	1.5370249470
161	three_level_wide_positive	0.8043903402	0.2377496507	0.8539636765	0.0235439814	0.0363832958	0.1420356243	1.4988471331
162	three_level_wide_positive	0.8334222652	0.2443815508	0.8625196246	0.0235044778	0.0362094472	0.1434857919	1.5019899101
163	three_level_wide_positive	0.8355985280	0.2485308384	0.8657680902	0.0247600683	0.0396688951	0.1457445669	1.5264272441
164	three_level_wide_positive	0.8290004093	0.2554881682	0.8519693333	0.0246215519	0.0381640956	0.1494353577	1.5262480341
165	three_level_wide_positive	0.8690874225	0.2422872029	0.8337689442	0.0258730914	0.0409510112	0.1422649138	1.5066926871
166	three_level_wide_positive	0.8068374835	0.2467701225	0.8473149378	0.0249914164	0.0404499563	0.1471061150	1.5148726643
167	three_level_wide_positive	0.7956920672	0.2496610481	0.8416913646	0.0259518311	0.0405923748	0.1407466265	1.5144196581
168	three_level_wide_positive	0.8305406879	0.2353677060	0.8602871212	0.0222735461	0.0352796351	0.1409296694	1.5032550584
